invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I228995,C181850,Male,44,Cosmetics,2,81.32,Cash,2/21/2022,Mall of Istanbul
I673046,C998468,Female,44,Cosmetics,4,162.64,Cash,2/17/2022,Kanyon
I363776,C314464,Female,44,Cosmetics,4,162.64,Credit Card,1/17/2022,Metrocity
I281474,C101691,Female,44,Cosmetics,3,121.98,Debit Card,3/3/2022,Metrocity
I368310,C105673,Female,44,Souvenir,5,58.65,Credit Card,2/3/2022,Kanyon
I126406,C148715,Female,44,Shoes,5,3000.85,Cash,1/11/2022,Kanyon
I180627,C230645,Female,44,Shoes,5,3000.85,Credit Card,3/1/2022,Metrocity
I184491,C215999,Male,44,Shoes,5,3000.85,Cash,2/13/2022,Mall of Istanbul
I332187,C214406,Male,44,Clothing,3,900.24,Cash,2/17/2022,Kanyon
I156071,C330083,Female,44,Clothing,3,900.24,Credit Card,3/8/2022,Kanyon
I327269,C791052,Female,44,Clothing,3,900.24,Cash,1/10/2022,Kanyon
I229053,C284781,Female,44,Clothing,3,900.24,Cash,3/17/2022,Kanyon
I171551,C332078,Female,44,Clothing,3,900.24,Cash,1/4/2022,Metrocity
I203522,C180309,Male,44,Clothing,3,900.24,Debit Card,2/20/2022,Mall of Istanbul
I441976,C811444,Female,44,Clothing,3,900.24,Credit Card,3/4/2022,Mall of Istanbul
I959355,C284930,Male,44,Clothing,3,900.24,Credit Card,3/17/2022,Metrocity
I186242,C546257,Female,44,Clothing,3,900.24,Cash,1/12/2022,Mall of Istanbul
I166932,C151703,Female,44,Clothing,3,900.24,Credit Card,2/19/2022,Mall of Istanbul
I197036,C241070,Female,44,Clothing,3,900.24,Cash,2/12/2022,Mall of Istanbul
I523042,C138374,Female,44,Clothing,3,900.24,Cash,2/4/2022,Metrocity
I332813,C292458,Female,44,Food & Beverage,5,26.15,Cash,2/18/2022,Forum Istanbul
I329303,C159345,Female,44,Food & Beverage,5,26.15,Debit Card,2/2/2022,Kanyon
I688841,C278777,Female,44,Toys,5,179.2,Credit Card,1/23/2022,Kanyon
I224643,C313392,Female,44,Toys,5,179.2,Cash,2/14/2022,Mall of Istanbul
I325711,C172473,Female,44,Shoes,1,600.17,Credit Card,1/15/2022,Mall of Istanbul
I296299,C209455,Female,44,Shoes,1,600.17,Debit Card,1/27/2022,Metrocity
I200397,C138525,Female,44,Shoes,1,600.17,Cash,1/5/2022,Mall of Istanbul
I208101,C124654,Male,44,Shoes,2,1200.34,Cash,1/14/2022,Kanyon
I118869,C916151,Male,44,Shoes,4,2400.68,Debit Card,2/9/2022,Kanyon
I191198,C279292,Male,44,Shoes,4,2400.68,Credit Card,1/29/2022,Forum Istanbul
I303648,C144294,Male,44,Cosmetics,5,203.3,Debit Card,2/24/2022,Kanyon
I261403,C138594,Female,44,Cosmetics,5,203.3,Debit Card,2/5/2022,Kanyon
I590857,C244772,Female,44,Cosmetics,5,203.3,Cash,3/7/2022,Mall of Istanbul
I670279,C350661,Male,44,Cosmetics,5,203.3,Cash,3/14/2022,Mall of Istanbul
I193049,C280631,Female,44,Clothing,5,1500.4,Cash,2/6/2022,Kanyon
I129272,C127447,Female,44,Clothing,5,1500.4,Cash,3/26/2022,Kanyon
I320895,C226738,Male,44,Clothing,5,1500.4,Cash,1/10/2022,Mall of Istanbul
I446104,C163195,Male,44,Clothing,5,1500.4,Credit Card,3/1/2022,Zorlu Center
I302610,C647797,Female,44,Clothing,5,1500.4,Cash,3/5/2022,Kanyon
I950500,C198241,Female,44,Clothing,5,1500.4,Cash,3/8/2022,Kanyon
I169465,C544374,Female,44,Clothing,5,1500.4,Credit Card,1/6/2022,Kanyon
I339029,C282373,Male,44,Clothing,5,1500.4,Cash,2/21/2022,Metrocity
I484424,C322838,Female,44,Clothing,5,1500.4,Cash,2/15/2022,Zorlu Center
I140593,C296383,Female,44,Clothing,5,1500.4,Cash,3/29/2022,Kanyon
I153430,C172835,Male,44,Clothing,5,1500.4,Cash,2/13/2022,Mall of Istanbul
I129029,C186359,Male,44,Clothing,5,1500.4,Debit Card,1/6/2022,Mall of Istanbul
I571677,C253178,Female,44,Clothing,5,1500.4,Cash,1/10/2022,Kanyon
I217378,C140445,Female,44,Books,3,45.45,Cash,1/21/2022,Mall of Istanbul
I225143,C232175,Female,44,Books,3,45.45,Credit Card,2/6/2022,Mall of Istanbul
I154834,C184372,Female,44,Books,3,45.45,Credit Card,1/1/2022,Kanyon
I107312,C240063,Female,44,Souvenir,3,35.19,Cash,1/23/2022,Kanyon
I876060,C117011,Female,44,Souvenir,3,35.19,Credit Card,1/3/2022,Mall of Istanbul
I188513,C772223,Male,44,Books,1,15.15,Credit Card,2/9/2022,Mall of Istanbul
I751516,C155841,Female,44,Books,2,30.3,Cash,3/15/2022,Kanyon
I310674,C264246,Female,44,Books,4,60.6,Cash,3/15/2022,Metrocity
I249334,C262245,Female,44,Shoes,3,1800.51,Cash,1/4/2022,Metrocity
I137557,C145192,Female,44,Food & Beverage,3,15.69,Cash,2/16/2022,Mall of Istanbul
I193889,C385386,Female,44,Food & Beverage,3,15.69,Credit Card,3/26/2022,Kanyon
I332775,C443643,Female,44,Food & Beverage,3,15.69,Cash,1/25/2022,Kanyon
I922930,C492998,Male,44,Food & Beverage,3,15.69,Debit Card,3/4/2022,Mall of Istanbul
I568599,C240278,Female,44,Clothing,1,300.08,Cash,3/27/2022,Kanyon
I287864,C172508,Female,44,Clothing,1,300.08,Cash,1/10/2022,Mall of Istanbul
I272681,C231336,Female,44,Clothing,1,300.08,Cash,1/9/2022,Zorlu Center
I382152,C282842,Male,44,Clothing,1,300.08,Credit Card,1/31/2022,Zorlu Center
I259110,C140075,Female,44,Clothing,1,300.08,Cash,1/17/2022,Forum Istanbul
I384119,C325919,Male,44,Clothing,1,300.08,Debit Card,2/10/2022,Metrocity
I223689,C271922,Female,44,Clothing,1,300.08,Credit Card,2/21/2022,Zorlu Center
I333489,C735384,Male,44,Clothing,2,600.16,Debit Card,3/11/2022,Mall of Istanbul
I220889,C100786,Male,44,Clothing,2,600.16,Cash,3/5/2022,Kanyon
I237534,C276234,Female,44,Clothing,2,600.16,Debit Card,1/18/2022,Mall of Istanbul
I808099,C156220,Female,44,Clothing,2,600.16,Credit Card,3/23/2022,Kanyon
I331851,C215035,Female,44,Clothing,2,600.16,Cash,2/6/2022,Metrocity
I467931,C198863,Male,44,Clothing,2,600.16,Credit Card,2/4/2022,Metrocity
I225495,C232928,Female,44,Clothing,2,600.16,Cash,3/22/2022,Zorlu Center
I134122,C563818,Female,44,Clothing,2,600.16,Cash,3/17/2022,Mall of Istanbul
I774657,C280075,Female,44,Clothing,2,600.16,Debit Card,1/29/2022,Mall of Istanbul
I866224,C328206,Female,44,Clothing,2,600.16,Debit Card,2/21/2022,Metrocity
I281039,C182946,Male,44,Clothing,2,600.16,Cash,2/5/2022,Kanyon
I889363,C230691,Male,44,Clothing,2,600.16,Debit Card,2/25/2022,Kanyon
I160735,C248325,Female,44,Clothing,2,600.16,Credit Card,2/22/2022,Forum Istanbul
I168137,C200736,Female,44,Clothing,4,1200.32,Credit Card,2/9/2022,Kanyon
I164299,C282639,Male,44,Clothing,4,1200.32,Cash,1/25/2022,Kanyon
I970219,C729480,Male,44,Clothing,4,1200.32,Cash,1/26/2022,Metrocity
I223859,C231665,Male,44,Clothing,4,1200.32,Cash,1/24/2022,Mall of Istanbul
I888175,C142015,Male,44,Clothing,4,1200.32,Credit Card,1/26/2022,Forum Istanbul
I839092,C169884,Female,44,Clothing,4,1200.32,Cash,2/13/2022,Mall of Istanbul
I476039,C161831,Female,44,Clothing,4,1200.32,Cash,3/25/2022,Mall of Istanbul
I654738,C217692,Female,44,Clothing,4,1200.32,Cash,1/18/2022,Mall of Istanbul
I883000,C105197,Female,44,Clothing,4,1200.32,Credit Card,1/14/2022,Kanyon
I158162,C715427,Female,44,Toys,3,107.52,Credit Card,3/25/2022,Kanyon
I104925,C520623,Female,44,Toys,3,107.52,Cash,2/25/2022,Mall of Istanbul
I285766,C161073,Female,44,Food & Beverage,1,5.23,Cash,2/22/2022,Kanyon
I683780,C335384,Male,44,Food & Beverage,1,5.23,Cash,2/19/2022,Metrocity
I324641,C195476,Male,44,Food & Beverage,1,5.23,Cash,1/11/2022,Zorlu Center
I237050,C132003,Female,44,Food & Beverage,1,5.23,Credit Card,2/17/2022,Mall of Istanbul
I218674,C175822,Female,44,Food & Beverage,1,5.23,Cash,1/23/2022,Kanyon
I171687,C734107,Male,44,Food & Beverage,2,10.46,Cash,3/16/2022,Kanyon
I391178,C100962,Male,44,Food & Beverage,2,10.46,Cash,1/14/2022,Mall of Istanbul
I344098,C889478,Male,44,Food & Beverage,2,10.46,Cash,1/24/2022,Zorlu Center
I131786,C118481,Female,44,Food & Beverage,2,10.46,Credit Card,3/15/2022,Mall of Istanbul
I323633,C266052,Female,44,Food & Beverage,2,10.46,Credit Card,2/4/2022,Forum Istanbul
I320918,C149189,Female,44,Food & Beverage,4,20.92,Cash,3/17/2022,Metrocity
I271079,C363831,Female,44,Food & Beverage,4,20.92,Cash,3/4/2022,Mall of Istanbul
I384976,C309229,Female,44,Food & Beverage,4,20.92,Credit Card,2/8/2022,Mall of Istanbul
I254588,C149618,Female,44,Toys,1,35.84,Debit Card,2/25/2022,Metrocity
I953256,C290538,Female,44,Toys,1,35.84,Credit Card,2/26/2022,Metrocity
I199171,C267226,Female,44,Toys,2,71.68,Credit Card,3/14/2022,Kanyon
I193865,C339362,Male,44,Toys,2,71.68,Debit Card,1/11/2022,Kanyon
I250365,C248923,Male,44,Toys,2,71.68,Cash,1/23/2022,Kanyon
I177343,C361241,Female,44,Souvenir,1,11.73,Cash,3/21/2022,Forum Istanbul
I918091,C274204,Male,44,Souvenir,1,11.73,Credit Card,1/19/2022,Metrocity
I120010,C202887,Male,44,Souvenir,2,23.46,Cash,2/28/2022,Mall of Istanbul
I295193,C158436,Female,45,Technology,1,1050,Credit Card,1/19/2022,Mall of Istanbul
I271983,C266695,Male,45,Technology,1,1050,Credit Card,2/21/2022,Mall of Istanbul
I254602,C283604,Male,45,Technology,1,1050,Credit Card,3/26/2022,Kanyon
I389375,C173690,Female,45,Technology,2,2100,Credit Card,2/27/2022,Metrocity
I329742,C245924,Female,45,Technology,2,2100,Credit Card,1/3/2022,Kanyon
I318447,C185196,Female,45,Technology,2,2100,Debit Card,3/2/2022,Mall of Istanbul
I124715,C206125,Female,45,Technology,2,2100,Credit Card,1/11/2022,Metrocity
I132080,C194214,Male,45,Technology,4,4200,Credit Card,3/30/2022,Metrocity
I144283,C228007,Male,45,Technology,4,4200,Cash,2/24/2022,Forum Istanbul
I213998,C527372,Male,45,Technology,5,5250,Credit Card,1/21/2022,Mall of Istanbul
I766169,C213532,Male,45,Technology,3,3150,Cash,2/25/2022,Forum Istanbul
I516282,C302672,Female,45,Technology,3,3150,Credit Card,2/17/2022,Metrocity
I246717,C398984,Male,45,Books,5,75.75,Debit Card,2/27/2022,Metrocity
I300111,C320988,Male,45,Books,5,75.75,Cash,2/24/2022,Mall of Istanbul
I308437,C324027,Female,45,Cosmetics,1,40.66,Cash,2/16/2022,Kanyon
I168996,C234626,Female,45,Cosmetics,1,40.66,Debit Card,1/28/2022,Mall of Istanbul
I252372,C222284,Female,45,Cosmetics,2,81.32,Credit Card,1/25/2022,Kanyon
I352013,C313380,Female,45,Cosmetics,2,81.32,Debit Card,3/23/2022,Metrocity
I644752,C321329,Female,45,Cosmetics,4,162.64,Cash,2/28/2022,Kanyon
I334524,C214196,Female,45,Cosmetics,4,162.64,Credit Card,3/1/2022,Metrocity
I857655,C132932,Female,45,Cosmetics,4,162.64,Credit Card,1/3/2022,Kanyon
I251063,C259557,Female,45,Cosmetics,4,162.64,Cash,3/24/2022,Mall of Istanbul
I151704,C217858,Female,45,Cosmetics,3,121.98,Credit Card,3/25/2022,Mall of Istanbul
I246182,C333532,Female,45,Cosmetics,3,121.98,Credit Card,1/5/2022,Mall of Istanbul
I501087,C167693,Female,45,Cosmetics,3,121.98,Debit Card,3/11/2022,Kanyon
I149222,C287443,Female,45,Shoes,5,3000.85,Cash,3/7/2022,Forum Istanbul
I237826,C147717,Male,45,Shoes,5,3000.85,Credit Card,2/3/2022,Metrocity
I115002,C151675,Male,45,Shoes,5,3000.85,Debit Card,3/16/2022,Zorlu Center
I963820,C523057,Male,45,Shoes,5,3000.85,Cash,1/5/2022,Zorlu Center
I560042,C167972,Female,45,Clothing,3,900.24,Cash,1/5/2022,Metrocity
I209241,C166576,Female,45,Clothing,3,900.24,Cash,1/19/2022,Kanyon
I851731,C295697,Female,45,Clothing,3,900.24,Credit Card,2/11/2022,Kanyon
I310455,C327391,Female,45,Clothing,3,900.24,Credit Card,2/12/2022,Metrocity
I777034,C122508,Female,45,Clothing,3,900.24,Cash,1/30/2022,Zorlu Center
I687512,C947729,Female,45,Clothing,3,900.24,Cash,2/9/2022,Mall of Istanbul
I682470,C961124,Male,45,Clothing,3,900.24,Debit Card,2/12/2022,Forum Istanbul
I909928,C245947,Male,45,Food & Beverage,5,26.15,Debit Card,1/12/2022,Metrocity
I237054,C291138,Male,45,Food & Beverage,5,26.15,Cash,2/7/2022,Mall of Istanbul
I276790,C297668,Female,45,Food & Beverage,5,26.15,Cash,1/21/2022,Mall of Istanbul
I201752,C339930,Male,45,Food & Beverage,5,26.15,Cash,3/10/2022,Kanyon
I111308,C168991,Male,45,Toys,5,179.2,Credit Card,3/8/2022,Zorlu Center
I124882,C155660,Female,45,Toys,5,179.2,Credit Card,1/4/2022,Kanyon
I219334,C144371,Female,45,Shoes,4,2400.68,Credit Card,3/23/2022,Kanyon
I101086,C168165,Female,45,Shoes,4,2400.68,Debit Card,2/12/2022,Kanyon
I498591,C318330,Male,45,Shoes,4,2400.68,Cash,3/26/2022,Mall of Istanbul
I262685,C655812,Male,45,Shoes,4,2400.68,Credit Card,1/8/2022,Kanyon
I283635,C288624,Female,45,Shoes,4,2400.68,Credit Card,3/17/2022,Kanyon
I284571,C134315,Male,45,Shoes,4,2400.68,Credit Card,1/19/2022,Metrocity
I655592,C251044,Male,45,Cosmetics,5,203.3,Debit Card,3/1/2022,Kanyon
I167968,C125146,Male,45,Cosmetics,5,203.3,Debit Card,3/5/2022,Kanyon
I301966,C442345,Male,45,Clothing,5,1500.4,Cash,3/3/2022,Mall of Istanbul
I304954,C322129,Female,45,Clothing,5,1500.4,Debit Card,3/8/2022,Kanyon
I120252,C679996,Female,45,Clothing,5,1500.4,Cash,2/20/2022,Mall of Istanbul
I710397,C297473,Female,45,Clothing,5,1500.4,Debit Card,3/7/2022,Metrocity
I110368,C672728,Male,45,Clothing,5,1500.4,Credit Card,3/10/2022,Metrocity
I176925,C479178,Female,45,Clothing,5,1500.4,Debit Card,2/7/2022,Metrocity
I235389,C142309,Female,45,Clothing,5,1500.4,Cash,1/3/2022,Mall of Istanbul
I163123,C516619,Female,45,Clothing,5,1500.4,Debit Card,2/12/2022,Metrocity
I218323,C584785,Female,45,Clothing,5,1500.4,Cash,3/16/2022,Metrocity
I101460,C247762,Female,45,Clothing,5,1500.4,Cash,1/11/2022,Zorlu Center
I220398,C174822,Female,45,Clothing,5,1500.4,Debit Card,2/4/2022,Kanyon
I335919,C200074,Male,45,Clothing,5,1500.4,Cash,1/26/2022,Mall of Istanbul
I124124,C496222,Female,45,Clothing,5,1500.4,Cash,2/1/2022,Kanyon
I372703,C144338,Female,45,Clothing,5,1500.4,Debit Card,1/12/2022,Mall of Istanbul
I202816,C724375,Female,45,Books,3,45.45,Debit Card,3/29/2022,Metrocity
I269810,C582178,Female,45,Souvenir,3,35.19,Debit Card,2/21/2022,Metrocity
I206605,C831515,Female,45,Books,1,15.15,Debit Card,3/9/2022,Mall of Istanbul
I153503,C277888,Male,45,Books,2,30.3,Debit Card,2/25/2022,Mall of Istanbul
I243399,C315420,Female,45,Books,2,30.3,Debit Card,3/24/2022,Kanyon
I887054,C182818,Male,45,Books,4,60.6,Credit Card,2/12/2022,Mall of Istanbul
I118653,C126288,Male,45,Books,4,60.6,Cash,3/28/2022,Zorlu Center
I260521,C144119,Female,45,Shoes,3,1800.51,Debit Card,3/30/2022,Mall of Istanbul
I123366,C139400,Female,45,Shoes,3,1800.51,Credit Card,3/7/2022,Mall of Istanbul
I175365,C187849,Female,45,Food & Beverage,3,15.69,Debit Card,2/23/2022,Kanyon
I127604,C255132,Female,45,Food & Beverage,3,15.69,Credit Card,1/27/2022,Kanyon
I132351,C291334,Female,45,Food & Beverage,3,15.69,Cash,2/6/2022,Metrocity
I153016,C218731,Female,45,Food & Beverage,3,15.69,Cash,2/19/2022,Zorlu Center
I171056,C127387,Female,45,Food & Beverage,3,15.69,Credit Card,2/25/2022,Mall of Istanbul
I197905,C222688,Female,45,Food & Beverage,3,15.69,Credit Card,2/19/2022,Mall of Istanbul
I829450,C171265,Male,45,Clothing,1,300.08,Cash,2/22/2022,Kanyon
I261954,C131681,Male,45,Clothing,1,300.08,Cash,3/18/2022,Metrocity
I481000,C979131,Female,45,Clothing,1,300.08,Credit Card,2/14/2022,Mall of Istanbul
I221860,C246467,Female,45,Clothing,1,300.08,Debit Card,2/10/2022,Kanyon
I136215,C406986,Male,45,Clothing,1,300.08,Credit Card,3/15/2022,Mall of Istanbul
I622133,C245038,Female,45,Clothing,1,300.08,Cash,3/14/2022,Forum Istanbul
I218519,C209819,Male,45,Clothing,1,300.08,Cash,2/28/2022,Mall of Istanbul
I494362,C226667,Male,45,Clothing,1,300.08,Debit Card,2/3/2022,Mall of Istanbul
I407694,C476693,Female,45,Clothing,1,300.08,Cash,3/7/2022,Metrocity
I392591,C593059,Male,45,Clothing,2,600.16,Cash,3/24/2022,Mall of Istanbul
I290350,C167584,Female,45,Clothing,2,600.16,Debit Card,3/20/2022,Metrocity
I201321,C317604,Male,45,Clothing,2,600.16,Credit Card,3/15/2022,Mall of Istanbul
I964844,C100152,Female,45,Clothing,2,600.16,Cash,2/6/2022,Mall of Istanbul
I930935,C110397,Female,45,Clothing,2,600.16,Credit Card,2/15/2022,Metrocity
I232403,C198269,Female,45,Clothing,2,600.16,Debit Card,2/8/2022,Zorlu Center
I481381,C586698,Female,45,Clothing,2,600.16,Cash,2/19/2022,Mall of Istanbul
I186676,C746744,Female,45,Clothing,2,600.16,Credit Card,3/1/2022,Metrocity
I361817,C122064,Female,45,Clothing,2,600.16,Credit Card,1/20/2022,Forum Istanbul
I145114,C301934,Female,45,Clothing,2,600.16,Cash,3/22/2022,Mall of Istanbul
I286136,C290933,Male,45,Clothing,4,1200.32,Credit Card,2/28/2022,Forum Istanbul
I313134,C214118,Male,45,Clothing,4,1200.32,Credit Card,3/11/2022,Kanyon
I127613,C121101,Male,45,Clothing,4,1200.32,Credit Card,3/18/2022,Mall of Istanbul
I260786,C427990,Female,45,Clothing,4,1200.32,Cash,1/16/2022,Mall of Istanbul
I768401,C541000,Female,45,Clothing,4,1200.32,Cash,3/17/2022,Mall of Istanbul
I126972,C164229,Female,45,Clothing,4,1200.32,Debit Card,1/13/2022,Mall of Istanbul
I148573,C172518,Female,45,Toys,3,107.52,Debit Card,1/2/2022,Metrocity
I104924,C513251,Female,45,Toys,3,107.52,Cash,2/9/2022,Kanyon
I174672,C139818,Female,45,Toys,3,107.52,Cash,1/5/2022,Kanyon
I166203,C192567,Female,45,Toys,3,107.52,Cash,2/28/2022,Mall of Istanbul
I111970,C158312,Female,45,Toys,3,107.52,Credit Card,2/8/2022,Kanyon
I209367,C446872,Male,45,Toys,3,107.52,Debit Card,2/20/2022,Mall of Istanbul
I950719,C575010,Female,45,Toys,3,107.52,Cash,3/11/2022,Forum Istanbul
I960961,C203789,Male,45,Food & Beverage,1,5.23,Debit Card,1/25/2022,Kanyon
I113323,C242570,Female,45,Food & Beverage,1,5.23,Debit Card,1/5/2022,Forum Istanbul
I219433,C954571,Female,45,Food & Beverage,1,5.23,Cash,1/13/2022,Kanyon
I114173,C327538,Female,45,Food & Beverage,1,5.23,Debit Card,3/7/2022,Mall of Istanbul
I263000,C876799,Female,45,Food & Beverage,2,10.46,Debit Card,1/7/2022,Forum Istanbul
I266977,C336126,Male,45,Food & Beverage,2,10.46,Credit Card,1/22/2022,Zorlu Center
I149328,C332049,Male,45,Food & Beverage,2,10.46,Cash,2/6/2022,Kanyon
I225232,C240820,Female,45,Food & Beverage,4,20.92,Cash,1/28/2022,Mall of Istanbul
I213608,C329713,Male,45,Food & Beverage,4,20.92,Cash,3/16/2022,Kanyon
I187794,C170507,Male,45,Food & Beverage,4,20.92,Cash,3/29/2022,Metrocity
I781214,C153565,Female,45,Food & Beverage,4,20.92,Debit Card,2/9/2022,Metrocity
I243974,C477655,Female,45,Food & Beverage,4,20.92,Cash,1/23/2022,Mall of Istanbul
I107238,C254517,Female,45,Food & Beverage,4,20.92,Cash,2/10/2022,Kanyon
I153462,C278049,Male,45,Food & Beverage,4,20.92,Debit Card,3/31/2022,Metrocity
I511618,C130999,Female,45,Food & Beverage,4,20.92,Credit Card,3/4/2022,Metrocity
I969324,C306957,Female,45,Food & Beverage,4,20.92,Cash,1/10/2022,Mall of Istanbul
I119819,C332122,Female,45,Toys,1,35.84,Cash,2/12/2022,Forum Istanbul
I202562,C866929,Male,45,Toys,1,35.84,Credit Card,3/20/2022,Metrocity
I576966,C193601,Male,45,Toys,2,71.68,Debit Card,2/13/2022,Forum Istanbul
I655934,C751449,Male,45,Toys,2,71.68,Cash,3/2/2022,Forum Istanbul
I109850,C285905,Female,45,Toys,4,143.36,Credit Card,1/25/2022,Mall of Istanbul
I237887,C545715,Female,45,Toys,4,143.36,Cash,2/2/2022,Kanyon
I520353,C637346,Male,45,Toys,4,143.36,Debit Card,2/8/2022,Mall of Istanbul
I446901,C101810,Female,45,Souvenir,1,11.73,Cash,3/12/2022,Forum Istanbul
I291363,C210083,Female,45,Souvenir,1,11.73,Credit Card,1/13/2022,Zorlu Center
I727185,C996869,Male,45,Souvenir,2,23.46,Cash,3/16/2022,Forum Istanbul
I161635,C111486,Male,45,Souvenir,2,23.46,Credit Card,2/24/2022,Metrocity
I257076,C307254,Male,45,Souvenir,2,23.46,Cash,1/18/2022,Zorlu Center
I140878,C589697,Female,46,Technology,1,1050,Cash,1/14/2022,Kanyon
I966771,C284956,Female,46,Technology,2,2100,Credit Card,3/6/2022,Kanyon
I218134,C112976,Male,46,Technology,5,5250,Cash,1/6/2022,Metrocity
I167514,C143470,Female,46,Technology,3,3150,Credit Card,2/1/2022,Mall of Istanbul
I990883,C284052,Female,46,Technology,3,3150,Debit Card,1/18/2022,Kanyon
I392545,C100812,Male,46,Technology,3,3150,Cash,2/21/2022,Kanyon
I237436,C203865,Male,46,Cosmetics,1,40.66,Cash,3/20/2022,Mall of Istanbul
I164992,C851908,Male,46,Cosmetics,1,40.66,Credit Card,1/11/2022,Kanyon
I523110,C216837,Male,46,Cosmetics,1,40.66,Credit Card,3/19/2022,Metrocity
I127865,C805414,Female,46,Cosmetics,2,81.32,Cash,3/11/2022,Mall of Istanbul
I733072,C180893,Female,46,Cosmetics,2,81.32,Debit Card,2/26/2022,Kanyon
I225938,C724726,Female,46,Cosmetics,2,81.32,Cash,3/10/2022,Mall of Istanbul
I206913,C317215,Female,46,Cosmetics,4,162.64,Cash,2/25/2022,Mall of Istanbul
I195687,C311642,Male,46,Cosmetics,4,162.64,Cash,2/15/2022,Mall of Istanbul
I339101,C312742,Male,46,Cosmetics,4,162.64,Cash,3/21/2022,Mall of Istanbul
I296742,C249409,Male,46,Cosmetics,4,162.64,Credit Card,3/15/2022,Forum Istanbul
I934662,C177433,Female,46,Cosmetics,4,162.64,Debit Card,1/15/2022,Kanyon
I188195,C206957,Male,46,Cosmetics,4,162.64,Credit Card,2/26/2022,Kanyon
I810238,C176695,Female,46,Cosmetics,3,121.98,Cash,1/6/2022,Forum Istanbul
I465741,C202567,Male,46,Cosmetics,3,121.98,Debit Card,1/1/2022,Metrocity
I151778,C605936,Male,46,Cosmetics,3,121.98,Cash,3/28/2022,Forum Istanbul
I698986,C185830,Male,46,Souvenir,5,58.65,Debit Card,1/13/2022,Forum Istanbul
I101143,C293655,Male,46,Souvenir,5,58.65,Debit Card,2/25/2022,Mall of Istanbul
I211415,C302711,Female,46,Souvenir,5,58.65,Credit Card,2/25/2022,Mall of Istanbul
I292752,C163920,Female,46,Souvenir,5,58.65,Cash,2/25/2022,Mall of Istanbul
I149204,C602747,Male,46,Souvenir,5,58.65,Credit Card,3/3/2022,Mall of Istanbul
I280662,C196409,Male,46,Shoes,5,3000.85,Debit Card,1/11/2022,Metrocity
I544321,C141589,Female,46,Shoes,5,3000.85,Credit Card,2/16/2022,Zorlu Center
I153340,C317152,Female,46,Shoes,5,3000.85,Cash,2/25/2022,Mall of Istanbul
I272521,C221699,Female,46,Clothing,3,900.24,Credit Card,3/3/2022,Kanyon
I325117,C112044,Female,46,Clothing,3,900.24,Cash,2/27/2022,Metrocity
I837508,C207481,Male,46,Clothing,3,900.24,Credit Card,1/16/2022,Mall of Istanbul
I527706,C239488,Male,46,Clothing,3,900.24,Debit Card,2/13/2022,Kanyon
I294251,C724985,Male,46,Food & Beverage,5,26.15,Credit Card,2/28/2022,Mall of Istanbul
I174852,C470082,Male,46,Food & Beverage,5,26.15,Cash,1/10/2022,Mall of Istanbul
I155101,C112441,Male,46,Food & Beverage,5,26.15,Cash,2/4/2022,Kanyon
I100399,C250107,Female,46,Food & Beverage,5,26.15,Cash,2/1/2022,Mall of Istanbul
I197014,C289894,Male,46,Food & Beverage,5,26.15,Cash,1/28/2022,Kanyon
I226360,C108733,Female,46,Food & Beverage,5,26.15,Cash,1/5/2022,Metrocity
I579669,C236589,Female,46,Toys,5,179.2,Cash,1/5/2022,Metrocity
I978388,C725859,Female,46,Shoes,1,600.17,Cash,2/6/2022,Mall of Istanbul
I250070,C313326,Female,46,Shoes,1,600.17,Cash,2/16/2022,Forum Istanbul
I186578,C289454,Male,46,Shoes,2,1200.34,Debit Card,2/28/2022,Metrocity
I271236,C148950,Female,46,Shoes,2,1200.34,Cash,1/31/2022,Kanyon
I197095,C111402,Male,46,Shoes,2,1200.34,Debit Card,1/25/2022,Kanyon
I186411,C875148,Male,46,Shoes,2,1200.34,Credit Card,1/28/2022,Mall of Istanbul
I194765,C165475,Male,46,Shoes,2,1200.34,Credit Card,1/21/2022,Forum Istanbul
I939342,C225658,Male,46,Shoes,4,2400.68,Cash,3/1/2022,Kanyon
I168877,C500363,Male,46,Shoes,4,2400.68,Cash,1/18/2022,Mall of Istanbul
I169914,C277910,Male,46,Shoes,4,2400.68,Debit Card,3/14/2022,Mall of Istanbul
I150269,C321129,Female,46,Shoes,4,2400.68,Debit Card,1/9/2022,Mall of Istanbul
I287629,C209167,Female,46,Shoes,4,2400.68,Credit Card,3/4/2022,Mall of Istanbul
I155918,C122425,Male,46,Cosmetics,5,203.3,Cash,2/10/2022,Kanyon
I301215,C223732,Male,46,Cosmetics,5,203.3,Credit Card,2/10/2022,Kanyon
I676368,C215468,Female,46,Cosmetics,5,203.3,Credit Card,1/11/2022,Mall of Istanbul
I156694,C286859,Female,46,Cosmetics,5,203.3,Cash,2/26/2022,Kanyon
I207669,C720914,Female,46,Cosmetics,5,203.3,Credit Card,3/13/2022,Kanyon
I174431,C105422,Female,46,Cosmetics,5,203.3,Cash,2/17/2022,Kanyon
I170159,C653382,Male,46,Clothing,5,1500.4,Debit Card,1/13/2022,Metrocity
I133600,C212997,Male,46,Clothing,5,1500.4,Credit Card,3/23/2022,Mall of Istanbul
I255944,C364761,Female,46,Clothing,5,1500.4,Cash,2/18/2022,Kanyon
